-7.6947e-02 -7.6947e-02
-9.4622e-02 -9.4622e-02
1.3486e-01 1.3486e-01
7.3382e-02 7.3382e-02
1.0727e-01 1.0727e-01
-3.5883e-02 -3.5883e-02
-8.8714e-02 -8.8714e-02
1.2575e-01 1.2575e-01
4.9330e-02 4.9330e-02
-1.0332e+00 -1.0332e+00
-1.7512e+00 -1.7512e+00
4.7716e+00 4.7716e+00
3.4657e+01 3.4657e+01
1.1616e+02 1.1616e+02
2.9072e+02 2.9072e+02
6.1155e+02 6.1155e+02
1.1396e+03 1.1396e+03
1.9374e+03 1.9374e+03
3.0614e+03 3.0614e+03
4.5542e+03 4.5542e+03
6.4375e+03 6.4375e+03
8.7073e+03 8.7073e+03
1.1333e+04 1.1333e+04
1.4256e+04 1.4256e+04
1.7400e+04 1.7400e+04
2.0671e+04 2.0671e+04
2.3968e+04 2.3968e+04
2.7194e+04 2.7194e+04
3.0259e+04 3.0259e+04
3.3086e+04 3.3086e+04
3.5615e+04 3.5615e+04
3.7798e+04 3.7798e+04
3.9604e+04 3.9604e+04
4.1008e+04 4.1008e+04
4.1994e+04 4.1994e+04
4.2545e+04 4.2545e+04
4.2652e+04 4.2652e+04
4.2307e+04 4.2307e+04
4.1511e+04 4.1511e+04
4.0276e+04 4.0276e+04
3.8626e+04 3.8626e+04
3.6602e+04 3.6602e+04
3.4259e+04 3.4259e+04
3.1667e+04 3.1667e+04
2.8905e+04 2.8905e+04
2.6057e+04 2.6057e+04
2.3209e+04 2.3209e+04
2.0438e+04 2.0438e+04
1.7813e+04 1.7813e+04
1.5387e+04 1.5387e+04
1.3197e+04 1.3197e+04
1.1262e+04 1.1262e+04
9.5884e+03 9.5884e+03
8.1676e+03 8.1676e+03
6.9824e+03 6.9824e+03
6.0104e+03 6.0104e+03
5.2270e+03 5.2270e+03
4.6088e+03 4.6088e+03
4.1347e+03 4.1347e+03
3.7861e+03 3.7861e+03
3.5467e+03 3.5467e+03
3.4013e+03 3.4013e+03
3.3339e+03 3.3339e+03
3.3274e+03 3.3274e+03
3.3619e+03 3.3619e+03
3.4150e+03 3.4150e+03
3.4610e+03 3.4610e+03
3.4724e+03 3.4724e+03
3.4203e+03 3.4203e+03
3.2767e+03 3.2767e+03
3.0161e+03 3.0161e+03
2.6172e+03 2.6172e+03
2.0650e+03 2.0650e+03
1.3518e+03 1.3518e+03
4.7853e+02 4.7853e+02
-5.4458e+02 -5.4458e+02
-1.6982e+03 -1.6982e+03
-2.9547e+03 -2.9547e+03
-4.2800e+03 -4.2800e+03
-5.6353e+03 -5.6353e+03
-6.9799e+03 -6.9799e+03
-8.2736e+03 -8.2736e+03
-9.4797e+03 -9.4797e+03
-1.0568e+04 -1.0568e+04
-1.1515e+04 -1.1515e+04
-1.2307e+04 -1.2307e+04
-1.2942e+04 -1.2942e+04
-1.3421e+04 -1.3421e+04
-1.3754e+04 -1.3754e+04
-1.3952e+04 -1.3952e+04
-1.4029e+04 -1.4029e+04
-1.3994e+04 -1.3994e+04
-1.3855e+04 -1.3855e+04
-1.3617e+04 -1.3617e+04
-1.3284e+04 -1.3284e+04
-1.2855e+04 -1.2855e+04
-1.2334e+04 -1.2334e+04
-1.1723e+04 -1.1723e+04
-1.1030e+04 -1.1030e+04
-1.0262e+04 -1.0262e+04
-9.4277e+03 -9.4277e+03
-8.5371e+03 -8.5371e+03
-7.5975e+03 -7.5975e+03
-6.6142e+03 -6.6142e+03
-5.5903e+03 -5.5903e+03
-4.5268e+03 -4.5268e+03
-3.4241e+03 -3.4241e+03
-2.2841e+03 -2.2841e+03
-1.1110e+03 -1.1110e+03
8.6249e+01 8.6249e+01
1.2931e+03 1.2931e+03
2.4883e+03 2.4883e+03
3.6437e+03 3.6437e+03
4.7254e+03 4.7254e+03
5.6959e+03 5.6959e+03
6.5178e+03 6.5178e+03
7.1579e+03 7.1579e+03
7.5919e+03 7.5919e+03
7.8070e+03 7.8070e+03
7.8040e+03 7.8040e+03
7.5972e+03 7.5972e+03
7.2125e+03 7.2125e+03
6.6845e+03 6.6845e+03
6.0525e+03 6.0525e+03
5.3565e+03 5.3565e+03
4.6340e+03 4.6340e+03
3.9161e+03 3.9161e+03
3.2264e+03 3.2264e+03
2.5798e+03 2.5798e+03
1.9829e+03 1.9829e+03
1.4352e+03 1.4352e+03
9.3024e+02 9.3024e+02
4.5710e+02 4.5710e+02
2.1494e+00 2.1494e+00
-4.4938e+02 -4.4938e+02
-9.1162e+02 -9.1162e+02
-1.3963e+03 -1.3963e+03
-1.9113e+03 -1.9113e+03
-2.4588e+03 -2.4588e+03
-3.0347e+03 -3.0347e+03
-3.6283e+03 -3.6283e+03
-4.2224e+03 -4.2224e+03
-4.7958e+03 -4.7958e+03
-5.3248e+03 -5.3248e+03
-5.7876e+03 -5.7876e+03
-6.1669e+03 -6.1669e+03
-6.4540e+03 -6.4540e+03
-6.6511e+03 -6.6511e+03
-6.7720e+03 -6.7720e+03
-6.8418e+03 -6.8418e+03
-6.8939e+03 -6.8939e+03
-6.9656e+03 -6.9656e+03
-7.0924e+03 -7.0924e+03
-7.3027e+03 -7.3027e+03
-7.6122e+03 -7.6122e+03
-8.0217e+03 -8.0217e+03
-8.5167e+03 -8.5167e+03
-9.0694e+03 -9.0694e+03
-9.6440e+03 -9.6440e+03
-1.0201e+04 -1.0201e+04
-1.0703e+04 -1.0703e+04
-1.1118e+04 -1.1118e+04
-1.1423e+04 -1.1423e+04
-1.1602e+04 -1.1602e+04
-1.1648e+04 -1.1648e+04
-1.1556e+04 -1.1556e+04
-1.1325e+04 -1.1325e+04
-1.0950e+04 -1.0950e+04
-1.0429e+04 -1.0429e+04
-9.7544e+03 -9.7544e+03
-8.9222e+03 -8.9222e+03
-7.9305e+03 -7.9305e+03
-6.7848e+03 -6.7848e+03
-5.5006e+03 -5.5006e+03
-4.1051e+03 -4.1051e+03
-2.6380e+03 -2.6380e+03
-1.1493e+03 -1.1493e+03
3.0349e+02 3.0349e+02
1.6601e+03 1.6601e+03
2.8629e+03 2.8629e+03
3.8619e+03 3.8619e+03
4.6190e+03 4.6190e+03
5.1114e+03 5.1114e+03
5.3323e+03 5.3323e+03
5.2910e+03 5.2910e+03
5.0106e+03 5.0106e+03
4.5249e+03 4.5249e+03
3.8753e+03 3.8753e+03
3.1065e+03 3.1065e+03
2.2644e+03 2.2644e+03
1.3933e+03 1.3933e+03
5.3537e+02 5.3537e+02
-2.6968e+02 -2.6968e+02
-9.8474e+02 -9.8474e+02
-1.5753e+03 -1.5753e+03
-2.0101e+03 -2.0101e+03
-2.2623e+03 -2.2623e+03
-2.3115e+03 -2.3115e+03
-2.1464e+03 -2.1464e+03
-1.7662e+03 -1.7662e+03
-1.1832e+03 -1.1832e+03
-4.2230e+02 -4.2230e+02
4.7879e+02 4.7879e+02
1.4718e+03 1.4718e+03
2.5007e+03 2.5007e+03
3.5052e+03 3.5052e+03
4.4257e+03 4.4257e+03
5.2078e+03 5.2078e+03
5.8071e+03 5.8071e+03
6.1922e+03 6.1922e+03
