1.7641e-01 1.7641e-01
9.7874e-02 9.7874e-02
1.8676e-01 1.8676e-01
3.1418e-01 3.1418e-01
4.5221e-01 4.5221e-01
7.3112e-01 7.3112e-01
1.0776e+00 1.0776e+00
1.4251e+00 1.4251e+00
1.8044e+00 1.8044e+00
2.2022e+00 2.2022e+00
2.7327e+00 2.7327e+00
3.2212e+00 3.2212e+00
3.7183e+00 3.7183e+00
4.1053e+00 4.1053e+00
4.2128e+00 4.2128e+00
4.3666e+00 4.3666e+00
4.5863e+00 4.5863e+00
4.7091e+00 4.7091e+00
5.0375e+00 5.0375e+00
5.1938e+00 5.1938e+00
5.3307e+00 5.3307e+00
5.4248e+00 5.4248e+00
5.6486e+00 5.6486e+00
5.9923e+00 5.9923e+00
6.3205e+00 6.3205e+00
6.6548e+00 6.6548e+00
6.8669e+00 6.8669e+00
6.8492e+00 6.8492e+00
6.7697e+00 6.7697e+00
6.6802e+00 6.6802e+00
6.6888e+00 6.6888e+00
6.7906e+00 6.7906e+00
6.8245e+00 6.8245e+00
6.8001e+00 6.8001e+00
6.6441e+00 6.6441e+00
6.3225e+00 6.3225e+00
5.8114e+00 5.8114e+00
5.4823e+00 5.4823e+00
5.0868e+00 5.0868e+00
4.6350e+00 4.6350e+00
4.0483e+00 4.0483e+00
3.5348e+00 3.5348e+00
2.8560e+00 2.8560e+00
2.1579e+00 2.1579e+00
1.3756e+00 1.3756e+00
6.4201e-01 6.4201e-01
-1.3064e-01 -1.3064e-01
-1.0054e+00 -1.0054e+00
-1.8616e+00 -1.8616e+00
-2.6505e+00 -2.6505e+00
-3.4064e+00 -3.4064e+00
-4.1033e+00 -4.1033e+00
-4.8334e+00 -4.8334e+00
-5.5658e+00 -5.5658e+00
-6.3287e+00 -6.3287e+00
-7.0869e+00 -7.0869e+00
-7.8830e+00 -7.8830e+00
-8.8042e+00 -8.8042e+00
-9.6541e+00 -9.6541e+00
-1.0489e+01 -1.0489e+01
